bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,price
4,1.75,2700.0,7625,1.0,0,0,4,8,1450.0,1250,1760,3300,710000.0
3,1.0,1020.0,5870,1.0,0,0,3,6,1020.0,0,1160,6901,242500.0
3,2.5,2420.0,4725,2.0,0,0,3,8,2420.0,0,2370,4200,367899.0
3,2.0,1080.0,9225,1.0,0,0,2,7,1080.0,0,1410,9840,147400.0
5,1.75,1710.0,11900,1.0,0,0,3,7,1070.0,640,1030,10360,319950.0
3,2.25,2450.0,49658,1.0,0,0,3,7,1770.0,680,1340,121097,325000.0
4,3.0,2240.0,8504,2.0,0,0,3,7,2240.0,0,1570,8460,337000.0
4,3.0,2120.0,13000,2.0,0,0,4,8,2120.0,0,2180,11440,385000.0
4,2.5,2810.0,10951,2.0,0,0,3,8,2810.0,0,1680,6625,395000.0
2,2.0,1050.0,1173,2.0,0,0,3,8,720.0,330,1340,1317,400000.0
3,2.25,2610.0,3357,2.0,0,0,4,7,1980.0,630,1940,3357,1050000.0
3,2.5,1800.0,14036,2.0,0,0,3,8,1800.0,0,2450,14025,425000.0
5,3.0,3290.0,14134,1.0,0,0,3,7,1870.0,1420,1970,11470,695000.0
5,2.25,2240.0,5500,1.0,0,0,3,7,1490.0,750,2010,6050,480000.0
4,3.0,2920.0,33976,1.0,0,3,5,8,1460.0,1460,2970,15210,1050000.0
2,1.0,1040.0,4172,1.0,0,0,3,7,1040.0,0,3120,4800,370000.0
4,2.75,2970.0,12750,1.5,0,1,4,7,2130.0,840,1980,15300,1570000.0
4,2.75,2790.0,8092,2.0,0,0,3,8,2790.0,0,2790,6154,505657.0
3,2.75,1960.0,2500,1.5,0,0,5,7,1410.0,550,2040,5000,599000.0
4,1.0,1060.0,7200,1.0,0,1,3,6,880.0,180,1910,7200,510000.0
4,2.25,2680.0,4673,2.0,0,0,3,7,2680.0,0,2460,4645,475000.0
2,1.0,950.0,9000,1.0,0,0,3,6,950.0,0,1000,8280,193000.0
6,2.25,2820.0,15600,1.5,0,2,5,7,1970.0,850,2520,7797,543200.0
3,2.5,2820.0,7200,1.0,0,3,3,9,1780.0,1040,2300,7200,705000.0
4,2.5,3220.0,5262,2.0,0,0,3,9,3220.0,0,3220,4921,825000.0
2,1.75,1320.0,3420,1.0,0,1,3,7,1080.0,240,2070,6000,475000.0
3,1.75,1200.0,9266,1.0,0,0,4,7,1200.0,0,1200,9266,235000.0
2,1.5,870.0,747,2.0,0,0,3,8,800.0,70,1710,1280,313000.0
4,2.25,3550.0,13900,1.0,0,0,3,8,1830.0,1720,2770,12200,859000.0
3,2.5,2130.0,219978,2.0,0,0,3,8,2130.0,0,3340,217800,515000.0
3,1.5,1450.0,6875,1.0,0,0,4,7,1450.0,0,1270,8000,249950.0
2,2.5,2540.0,7089,,0,0,3,9,2540.0,0,1330,7089,945000.0
3,1.75,1540.0,3000,1.0,0,2,3,7,770.0,770,1420,4200,512031.0
4,1.75,2860.0,48351,1.0,0,0,3,8,1710.0,1150,2460,43560,583500.0
3,2.5,2150.0,14092,2.0,0,0,3,8,2150.0,0,2400,10699,360000.0
4,2.75,2530.0,11549,1.0,0,0,3,7,1700.0,830,2530,10000,525000.0
4,1.75,1600.0,6380,1.0,0,0,3,8,1130.0,470,1090,6380,495000.0
4,2.75,2020.0,2750,1.0,0,0,3,8,1010.0,1010,1840,4000,599000.0
3,1.0,1140.0,27760,1.0,0,0,4,6,1140.0,0,1690,87300,243800.0
4,2.25,2820.0,16770,1.0,0,0,4,8,1920.0,900,2320,13850,321027.0
3,3.25,1860.0,1787,3.0,0,0,3,8,1860.0,0,1830,1787,379950.0
4,2.5,2570.0,22215,2.0,0,0,5,7,2570.0,0,2460,6533,390000.0
4,2.25,1830.0,9485,1.0,0,0,4,7,1200.0,630,1730,10109,236000.0
3,1.75,1810.0,5733,1.0,0,0,4,7,1010.0,800,1260,4680,515000.0
3,1.5,1760.0,6723,1.0,0,0,3,7,1160.0,600,2080,8965,470000.0
4,2.5,2580.0,3943,2.0,0,0,3,8,2580.0,0,1700,5772,899000.0
3,2.0,2360.0,5737,2.0,0,0,3,8,2360.0,0,1600,9163,390000.0
4,3.25,4400.0,186846,2.0,0,0,4,9,4400.0,0,2280,186846,687000.0
3,2.25,2190.0,8188,2.0,0,0,3,8,1810.0,380,2190,8374,580000.0
4,2.5,3340.0,6924,2.0,0,0,3,8,3340.0,0,3030,6119,576000.0
6,3.75,2770.0,5000,1.0,0,0,3,8,1870.0,900,1570,2108,890000.0
2,2.5,1340.0,999,2.0,0,0,3,8,940.0,400,1470,1436,407000.0
4,2.0,1750.0,8116,1.0,0,0,4,5,1750.0,0,1440,7865,199500.0
4,1.75,1980.0,7350,1.0,0,0,3,7,1430.0,550,1870,7920,450000.0
3,2.5,2040.0,3810,2.0,0,0,3,8,2040.0,0,2370,4590,208633.0
3,1.75,1760.0,11371,1.0,0,0,5,8,1760.0,0,2220,19884,455000.0
4,3.0,2620.0,35124,2.0,0,0,3,9,,0,2920,35807,443000.0
3,1.0,1370.0,5250,1.0,0,0,3,7,1070.0,300,2410,4200,655000.0
4,3.5,3390.0,3979,2.0,0,0,3,9,2610.0,780,3350,4165,1050000.0
4,2.5,2810.0,11120,2.0,0,0,3,9,2810.0,0,3100,12672,675000.0
3,2.5,2720.0,6014,2.0,0,0,3,7,2720.0,0,2760,6537,299900.0
4,1.75,1700.0,40973,1.0,0,0,3,8,1700.0,0,2760,40973,334950.0
4,2.75,2730.0,3560,1.5,0,0,3,8,1550.0,1180,1860,3560,885000.0
4,2.25,2340.0,5250,2.0,0,0,5,7,2340.0,0,1540,5250,305000.0
3,2.75,3060.0,13554,2.0,0,0,3,10,3060.0,0,3060,11455,864000.0
5,3.25,5210.0,35765,2.5,0,4,5,10,4940.0,270,2590,10250,2200000.0
2,1.0,1220.0,2500,1.0,0,0,3,6,770.0,450,1540,3000,255000.0
7,3.5,2870.0,29699,1.0,0,0,3,7,1520.0,1350,1380,7555,475000.0
2,2.0,1450.0,2272,1.0,0,0,4,6,750.0,700,2170,4370,524000.0
3,1.0,1190.0,9000,1.0,0,0,3,7,1190.0,0,1960,7200,268300.0
4,3.0,2760.0,13113,1.0,0,0,4,8,1760.0,1000,1900,13113,550000.0
3,2.5,2000.0,6341,1.0,0,0,5,8,1040.0,960,2030,6341,625000.0
3,2.5,2320.0,6775,1.0,0,0,3,8,2320.0,0,1680,4750,728050.0
3,1.0,1830.0,12036,1.0,0,0,3,7,1550.0,280,1810,12036,347500.0
3,2.0,1550.0,2401,2.0,0,0,3,7,1550.0,0,1550,3446,440000.0
3,2.0,1530.0,5401,1.0,0,0,4,7,1530.0,0,1640,5467,570000.0
4,3.5,3270.0,15160,1.0,0,2,3,8,1660.0,1610,2790,15160,600000.0
2,2.0,1650.0,8975,1.0,0,0,5,6,1650.0,0,1260,8668,265000.0
4,2.75,3130.0,21810,2.0,0,0,4,10,3130.0,0,3330,21810,840000.0
3,3.5,4080.0,217697,1.5,0,3,3,10,4080.0,0,2710,217790,900000.0
3,2.5,3150.0,20189,2.0,0,0,3,10,3150.0,0,2920,20612,570000.0
3,1.75,1760.0,7482,1.0,0,0,4,8,1760.0,0,2000,7500,264000.0
3,2.25,1610.0,11920,1.0,0,0,4,7,1110.0,500,1690,11839,277000.0
4,2.5,2960.0,4760,2.0,0,0,3,8,2160.0,800,1600,4760,1020000.0
3,1.75,1940.0,7313,1.0,0,1,4,8,1440.0,500,2160,7200,685000.0
3,1.75,2190.0,6450,1.0,0,0,3,8,1480.0,710,2190,6450,765000.0
4,2.25,1940.0,9144,1.0,0,0,4,7,1430.0,510,1460,9437,495000.0
3,1.0,1410.0,4840,1.0,0,2,4,6,1230.0,180,1410,5400,650000.0
3,1.75,1995.0,18360,2.0,0,0,3,7,1995.0,0,1980,13640,271500.0
4,2.5,2440.0,11700,1.0,0,0,5,8,1480.0,960,2140,10807,689000.0
4,2.25,2510.0,133729,2.0,0,0,4,8,2510.0,0,2510,69696,788500.0
3,2.5,1670.0,3565,,0,0,3,7,1670.0,0,1510,3770,373000.0
3,2.25,3340.0,13805,1.0,0,0,3,8,3340.0,0,2060,12304,670000.0
4,1.75,1450.0,8450,1.0,0,0,3,7,1450.0,0,1540,8450,362500.0
3,1.5,2240.0,5300,1.0,0,0,5,7,1120.0,1120,1740,7110,635000.0
5,3.75,4220.0,9240,2.0,0,2,5,11,3420.0,800,3380,9240,1580000.0
3,1.75,1490.0,11360,1.0,0,0,3,8,1490.0,0,2350,10320,490000.0
1,1.0,920.0,5000,1.0,0,3,4,7,920.0,0,1890,5000,535000.0
4,3.25,3250.0,5478,2.0,0,0,3,9,3250.0,0,3250,5482,699188.0
3,1.0,1480.0,7374,1.0,0,0,3,6,760.0,720,1480,8934,270000.0
2,2.5,1170.0,1394,2.0,0,0,3,8,1170.0,0,1250,3136,387000.0
3,1.75,2450.0,9377,1.0,0,2,4,8,1540.0,910,2520,9725,687500.0
3,2.5,1390.0,4997,2.0,0,0,3,7,1390.0,0,2340,4125,440000.0
3,1.0,1480.0,6978,2.0,0,0,4,8,1480.0,0,2660,13062,899000.0
3,2.0,1900.0,9975,1.0,0,0,3,8,1500.0,400,2140,9825,545000.0
3,2.0,1690.0,9516,1.0,0,0,3,7,1690.0,0,1850,9516,265000.0
4,2.5,3070.0,8086,2.0,0,0,3,10,3070.0,0,3320,10738,804100.0
3,3.0,1820.0,1641,3.0,0,0,3,8,1540.0,280,1720,1501,625000.0
2,1.5,1160.0,1269,2.0,0,0,3,7,970.0,190,1700,3150,453000.0
3,3.0,1430.0,1249,3.0,0,0,3,8,1430.0,0,1020,1112,335000.0
2,1.0,2230.0,11472,2.0,0,0,3,7,2230.0,0,1870,8649,426000.0
3,1.5,1480.0,6752,1.0,0,0,4,7,1480.0,0,1450,8023,307150.0
4,2.5,2760.0,6000,2.0,0,0,5,7,2230.0,530,1600,6000,760000.0
4,2.5,3020.0,17810,1.0,0,0,3,9,1600.0,1420,2500,15815,575000.0
6,4.5,4800.0,9097,2.0,0,0,3,10,,1220,2180,6037,1980000.0
3,1.0,1400.0,8451,1.5,0,0,3,7,1400.0,0,1590,8433,348125.0
3,1.75,1830.0,9425,1.0,0,0,3,8,1590.0,240,1670,8430,350000.0
3,2.0,2010.0,7017,2.0,0,3,3,7,2010.0,0,2450,6045,775000.0
3,1.5,2240.0,3800,2.0,0,0,3,8,,870,1690,4275,510000.0
3,1.75,1790.0,7650,1.0,0,3,3,9,1790.0,0,2540,7600,299950.0
3,2.75,3010.0,1842,2.0,0,0,3,9,3010.0,0,2950,4200,785000.0
4,2.25,3410.0,57063,2.0,0,0,4,8,2410.0,1000,2870,145490,471000.0
5,3.25,4860.0,23723,2.0,0,2,4,11,3820.0,1040,4040,13860,1680000.0
3,1.0,1380.0,7470,1.0,0,0,5,7,1380.0,0,1440,7473,335000.0
3,1.5,1730.0,9509,2.0,0,0,3,8,1270.0,460,1810,8795,563000.0
4,1.75,2640.0,8215,1.0,0,0,4,7,1500.0,1140,2070,7875,650000.0
3,2.0,1020.0,1204,2.0,0,0,3,7,720.0,300,1360,1506,238000.0
3,1.5,1270.0,2356,2.0,0,0,3,7,1270.0,0,1490,2175,160797.0
4,2.5,2030.0,7210,1.0,0,0,5,7,1330.0,700,1980,7560,365000.0
3,1.0,1450.0,4000,1.0,0,1,4,8,950.0,500,1880,4000,525000.0
4,1.0,1820.0,5500,1.5,0,0,3,6,1820.0,0,1140,5500,367000.0
3,1.5,2140.0,3600,2.0,0,0,3,9,1900.0,240,2020,4800,940000.0
3,2.5,2970.0,11985,1.0,0,0,3,9,1770.0,1200,2990,12049,525000.0
3,2.5,2490.0,5978,2.0,0,0,3,9,2490.0,0,2710,6629,645000.0
4,2.75,2500.0,20000,1.0,0,0,4,8,1700.0,800,2650,20000,950000.0
4,2.5,1960.0,7230,2.0,0,0,3,8,1960.0,0,1850,7208,269950.0
5,2.25,1750.0,5000,1.0,0,0,3,8,960.0,790,2580,5000,758800.0
4,3.75,4100.0,61419,2.0,0,0,3,9,4100.0,0,2010,32362,1350000.0
5,2.25,2530.0,8250,2.0,0,0,4,7,2530.0,0,2020,8250,527500.0
3,2.0,1510.0,3000,1.0,0,0,4,7,910.0,600,1620,4000,489000.0
2,1.5,1310.0,1264,2.0,0,0,3,8,1120.0,190,1330,1265,450000.0
3,1.5,2200.0,5000,1.5,0,0,3,9,2200.0,0,2860,5000,924000.0
4,2.75,2110.0,13260,1.0,0,0,4,7,1290.0,820,1980,11016,320000.0
4,2.5,2810.0,6146,2.0,0,0,3,9,2810.0,0,2810,6180,301000.0
4,2.5,2160.0,8755,2.0,0,0,3,7,2160.0,0,1990,7971,312500.0
3,1.0,1090.0,6435,1.0,0,0,4,7,1090.0,0,1340,6435,365000.0
3,1.5,1110.0,10296,1.0,0,0,5,7,1110.0,0,1330,10296,255000.0
3,2.0,1010.0,7380,1.0,0,0,3,7,1010.0,0,1650,9030,385000.0
3,2.0,,13418,1.0,0,0,3,8,1430.0,870,2140,9380,610000.0
3,2.75,1620.0,7500,1.0,0,0,5,7,1140.0,480,1900,7500,560000.0
4,2.5,2710.0,35868,2.0,0,0,3,9,2710.0,0,2780,36224,482000.0
3,1.0,1270.0,7500,1.0,0,0,3,6,1270.0,0,1250,8000,196900.0
3,2.0,1720.0,128066,1.0,0,0,3,7,1720.0,0,2360,111078,427000.0
3,1.5,1150.0,27319,1.0,0,0,4,6,1150.0,0,1700,30691,358000.0
3,1.0,1330.0,45738,2.0,0,0,2,6,1330.0,0,1490,24000,235000.0
4,2.75,2810.0,5046,2.0,0,0,3,9,2810.0,0,3060,4934,531155.0
5,2.0,2300.0,7897,2.5,0,0,4,8,2300.0,0,2030,7902,500000.0
4,2.5,2050.0,8424,2.0,0,0,4,8,2050.0,0,1970,8448,320000.0
3,2.0,1840.0,8580,1.0,0,0,3,8,1840.0,0,2190,8580,380000.0
3,1.75,1420.0,7920,1.0,0,0,4,7,1420.0,0,1420,7920,235000.0
3,2.5,2860.0,4442,2.0,0,0,3,8,,0,1440,4400,799000.0
2,1.0,860.0,5000,1.0,0,0,3,6,860.0,0,1220,5000,256000.0
3,1.5,1500.0,11616,1.0,0,0,3,7,1100.0,400,1830,8288,230000.0
4,1.0,1700.0,7689,1.0,0,0,3,7,1080.0,620,1700,7333,456000.0
3,1.75,1720.0,5956,2.0,0,0,3,8,1720.0,0,1620,9324,575000.0
3,1.0,1150.0,7486,1.0,0,0,3,7,1150.0,0,1510,7486,325000.0
3,3.25,3610.0,59677,2.0,0,0,3,10,2440.0,1170,3130,65775,777000.0
4,2.5,3160.0,8281,2.0,0,0,4,9,3160.0,0,3000,8281,1130000.0
3,2.0,2440.0,23512,1.0,0,0,3,6,1640.0,800,1630,19613,338000.0
5,3.0,2710.0,8227,1.0,0,2,3,8,1910.0,800,2060,5400,951250.0
3,2.5,1730.0,8490,1.0,0,0,3,7,1210.0,520,1870,7400,460000.0
3,1.75,1290.0,7205,1.5,0,0,3,7,1290.0,0,1340,7214,365000.0
4,2.5,2050.0,5787,2.0,0,0,3,7,2050.0,0,2030,6615,256000.0
4,3.5,3065.0,5440,3.0,0,0,3,9,3065.0,0,2210,8400,729000.0
4,2.75,2540.0,4400,1.5,0,0,5,7,1630.0,910,1560,3920,696500.0
3,1.0,960.0,27442,1.0,0,0,4,6,960.0,0,1100,29019,137124.0
4,1.0,1130.0,13927,1.5,0,0,3,6,1130.0,0,1800,8274,182200.0
4,2.5,2400.0,9612,1.0,0,0,3,8,1230.0,1170,2430,5539,500012.0
4,2.0,2190.0,3622,1.5,0,0,5,8,1990.0,200,1450,3082,625000.0
3,2.25,1840.0,6214,1.0,0,0,4,7,1270.0,570,1840,6214,285000.0
3,2.25,1850.0,4050,2.0,0,0,4,7,1850.0,0,1650,4468,445000.0
4,3.5,3370.0,435600,2.0,0,3,3,9,3370.0,0,2790,114868,480000.0
3,2.5,2680.0,28243,2.0,0,0,3,9,2680.0,0,2670,32130,660000.0
3,2.5,2410.0,7225,2.0,0,0,3,8,2410.0,0,1940,8347,614905.0
2,1.0,710.0,5120,1.0,0,0,3,6,710.0,0,1150,1252,216000.0
3,2.25,2180.0,7741,2.0,0,0,3,9,2180.0,0,2300,8581,621138.0
4,1.0,980.0,3000,1.5,0,0,4,7,980.0,0,1525,3000,295000.0
3,2.5,2620.0,8403,2.0,0,0,3,8,2620.0,0,2190,7842,408000.0
3,1.75,3400.0,46382,1.0,0,0,3,7,2050.0,1350,2320,20624,340000.0
6,4.0,3180.0,6551,2.0,0,0,3,9,3180.0,0,3230,7602,859950.0
4,3.0,1780.0,7260,1.0,0,0,4,8,1780.0,0,1810,7920,538200.0
3,1.5,1090.0,5003,1.0,0,0,3,7,1090.0,0,1540,5279,350000.0
5,2.5,2830.0,25958,1.0,0,1,5,8,1610.0,1220,2670,21567,700000.0
5,2.5,3150.0,9134,1.0,0,0,4,8,1640.0,1510,1990,9133,345000.0
4,2.75,,11900,1.0,0,3,4,9,1640.0,1200,2790,10070,790000.0
3,2.25,2120.0,3400,2.0,0,0,3,7,2120.0,0,2420,3400,289500.0
5,2.75,2810.0,13144,1.0,0,0,3,8,1440.0,1370,2480,13144,555000.0
4,2.75,3430.0,8000,1.5,0,0,4,8,3430.0,0,2090,8000,367999.0
4,2.5,2672.0,4297,2.0,0,0,3,8,2020.0,652,1720,6120,700000.0
4,2.5,2170.0,204296,1.0,0,0,4,7,2170.0,0,1760,154202,400000.0
2,1.75,2060.0,7192,1.0,0,0,3,7,1420.0,640,1860,7140,457000.0
3,2.5,1322.0,6006,2.0,0,0,3,7,1322.0,0,1440,6796,215000.0
3,1.0,1210.0,9730,1.0,0,0,4,7,1210.0,0,1470,9730,310000.0
4,1.75,2250.0,292288,1.0,0,0,4,7,2250.0,0,1550,23798,411000.0
3,2.25,,3500,1.5,0,0,5,8,1540.0,300,1800,3300,785200.0
3,1.75,2040.0,42693,1.0,0,2,3,10,2040.0,0,2640,11957,1320000.0
2,1.0,940.0,6350,1.0,0,0,4,5,940.0,0,1490,6350,283000.0
2,1.0,790.0,5240,1.0,0,0,4,6,790.0,0,1430,5320,299800.0
3,2.5,1650.0,13816,2.0,0,0,3,7,1650.0,0,1630,18750,334999.0
3,2.0,2110.0,5800,1.5,0,0,4,7,1990.0,120,1620,4300,725000.0
3,2.5,2080.0,4307,2.0,0,0,3,7,2080.0,0,2080,4947,368000.0
4,2.25,1610.0,3560,2.0,0,0,3,7,1610.0,0,1760,3692,288000.0
3,2.0,1460.0,7860,1.0,0,0,5,7,1460.0,0,1850,8148,480000.0
4,3.25,2840.0,54400,1.0,0,0,4,8,2840.0,0,2550,43560,713000.0
4,2.5,3200.0,22651,1.0,0,0,5,8,1610.0,1590,2030,5500,385000.0
3,2.25,2070.0,7207,1.0,0,0,3,8,1720.0,350,2350,7980,535100.0
3,1.75,1170.0,8182,1.0,0,0,3,7,1170.0,0,1610,8183,352500.0
5,2.5,3200.0,17204,1.0,0,0,3,7,2160.0,1040,4090,15732,1270000.0
3,2.0,1680.0,8080,1.0,0,0,3,8,1680.0,0,1800,7503,510000.0
3,1.5,1740.0,9840,1.0,0,0,4,8,1740.0,0,1930,9840,616000.0
2,2.25,1060.0,925,2.0,0,0,3,8,980.0,80,1020,4000,475000.0
4,2.0,1600.0,6861,1.0,0,0,3,7,1600.0,0,1870,7455,280000.0
3,3.0,3760.0,8500,2.5,0,3,4,10,3060.0,700,2610,5500,1250000.0
4,2.5,2300.0,22445,2.0,0,0,4,8,2300.0,0,2640,21886,498000.0
3,2.5,2020.0,1159,3.0,0,3,3,8,2020.0,0,1920,3600,720000.0
4,4.25,4645.0,7757,2.0,0,0,3,10,3855.0,790,2150,6970,1600000.0
6,3.25,4920.0,20590,1.0,0,3,4,9,2730.0,2190,3700,14994,850000.0
3,3.0,1520.0,7500,1.0,0,0,3,7,1180.0,340,2080,8000,460000.0
2,3.25,1400.0,1243,3.0,0,0,3,8,1400.0,0,1400,1335,474800.0
1,2.5,1980.0,7521,1.0,0,0,4,7,1180.0,800,1980,8000,299000.0
3,1.0,1100.0,8138,1.0,0,0,3,7,1100.0,0,1440,8131,241450.0
3,2.75,2280.0,4280,1.0,0,0,5,7,1280.0,1000,1650,4280,875000.0
3,2.5,1710.0,12677,2.0,0,0,3,8,1710.0,0,1610,12160,431000.0
3,3.5,1810.0,1846,2.0,0,0,4,8,1440.0,370,1480,3600,625000.0
3,1.0,930.0,9900,1.5,0,0,4,5,930.0,0,930,7200,176500.0
4,1.5,1790.0,4080,1.5,0,0,5,7,1790.0,0,1710,4080,704300.0
4,1.5,1610.0,6923,1.0,0,0,3,6,1010.0,600,1320,7684,275000.0
4,2.75,3470.0,212639,2.0,0,0,3,7,2070.0,1400,2370,233917,598600.0
4,1.75,1500.0,8400,1.0,0,0,3,7,1200.0,300,1780,9913,289950.0
4,3.5,3450.0,6873,2.0,0,0,3,10,2750.0,700,3450,6873,590000.0
3,2.25,1520.0,1221,3.0,0,0,3,8,1520.0,0,1550,4750,565000.0
3,1.0,1220.0,3400,1.0,0,0,3,7,1060.0,160,1350,3750,500000.0
5,2.5,1720.0,10202,1.5,0,0,3,7,1720.0,0,1720,8478,339000.0
4,2.5,2708.0,4772,2.0,0,0,3,9,2708.0,0,2502,4900,436952.0
4,4.5,4300.0,19844,2.0,0,0,3,11,4300.0,0,3070,19845,2500000.0
4,2.5,3200.0,3600,3.0,0,3,4,9,2600.0,600,2490,4080,1450000.0
4,3.25,3860.0,7199,2.0,0,1,3,9,2870.0,990,2940,9600,1500000.0
3,1.75,1210.0,8864,1.0,0,0,3,7,1210.0,0,1510,8062,244500.0
3,2.5,2080.0,9612,1.0,0,3,4,8,1700.0,380,2560,10202,689000.0
3,1.5,1710.0,5120,2.0,0,0,4,7,1710.0,0,1530,5170,747000.0
3,1.75,1800.0,5102,1.0,0,0,3,7,1170.0,630,1720,5102,655000.0
4,4.5,3720.0,7746,2.0,0,0,3,10,3720.0,0,3080,11067,960000.0
3,2.5,1980.0,3128,2.0,0,0,3,8,1890.0,90,2160,2240,615000.0
3,2.5,3560.0,11448,2.0,0,0,3,11,3560.0,0,3290,11506,843500.0
3,3.25,1320.0,1327,2.0,0,0,3,8,1040.0,280,1440,1263,385000.0
4,1.0,1290.0,5000,1.5,0,0,3,7,1290.0,0,1440,2500,275500.0
3,1.75,1980.0,9220,2.0,0,0,3,8,1980.0,0,2080,8305,297300.0
2,1.0,970.0,3279,2.0,0,0,3,7,790.0,180,1150,1351,302860.0
4,2.5,2770.0,7800,2.0,0,0,3,10,2770.0,0,2720,10000,1200000.0
2,1.0,930.0,5000,1.0,0,3,3,7,930.0,0,1760,5228,700000.0
3,1.5,1280.0,4720,1.0,0,0,4,7,850.0,430,1280,4720,465000.0
5,3.5,3190.0,4247,2.0,0,0,3,8,2430.0,760,2580,3989,780000.0
3,1.0,1090.0,11292,1.0,0,0,4,7,1090.0,0,1570,8198,406000.0
3,1.5,960.0,6497,1.0,0,0,4,7,960.0,0,1160,7080,160000.0
4,2.5,3280.0,27441,2.0,0,0,3,9,3280.0,0,3200,26960,699000.0
4,2.5,1770.0,5000,2.0,0,0,3,7,1770.0,0,2080,5100,324950.0
3,2.0,3120.0,9400,1.0,0,0,5,9,1820.0,1300,2770,9500,855000.0
3,1.75,1670.0,7210,1.0,0,0,5,8,1670.0,0,2200,7210,678000.0
3,2.25,2480.0,8755,2.0,0,0,3,8,2480.0,0,2280,9940,325000.0
3,1.0,1450.0,6000,1.0,0,0,4,7,1450.0,0,1170,6464,287000.0
5,3.5,3020.0,15305,2.0,0,0,3,10,2230.0,790,3680,14486,754000.0
4,2.0,2030.0,103672,1.0,0,0,4,7,2030.0,0,1560,325393,335000.0
4,2.5,,2617,1.5,0,0,4,7,1250.0,700,1520,1438,519000.0
3,1.0,1150.0,7314,1.0,0,0,3,7,1150.0,0,1350,7350,300000.0
3,1.75,1370.0,8719,1.0,0,0,3,7,1370.0,0,1370,7525,247200.0
3,2.5,1620.0,5250,2.0,0,0,3,8,1620.0,0,1650,5250,240000.0
3,3.75,3710.0,34412,2.0,0,0,3,10,2910.0,800,2390,34412,998000.0
3,1.75,2010.0,3800,2.0,0,0,2,7,2010.0,0,1540,3800,575000.0
3,1.5,1380.0,11130,1.0,0,0,3,7,1380.0,0,1380,9200,209950.0
3,1.75,1540.0,8925,1.0,0,0,4,7,1540.0,0,1620,10397,392500.0
2,1.0,800.0,15000,1.0,0,0,3,6,800.0,0,1170,15000,110000.0
2,1.0,790.0,8100,1.0,0,0,3,6,790.0,0,1420,8100,259950.0
3,2.5,1495.0,936,3.0,0,0,3,8,1405.0,90,1495,1186,400000.0
2,1.0,810.0,7158,1.0,0,0,5,6,810.0,0,1090,7158,206000.0
4,1.75,1430.0,10500,1.0,0,0,4,7,1130.0,300,2070,8640,412000.0
5,3.5,3060.0,8862,2.0,0,0,3,8,3060.0,0,2680,8398,605000.0
3,2.5,2440.0,7632,2.0,0,0,3,8,2440.0,0,2510,7903,335000.0
4,3.5,4150.0,49503,2.0,0,0,3,11,4150.0,0,3330,60137,1180000.0
3,1.75,1400.0,7405,1.0,0,0,3,7,1400.0,0,1820,7440,334000.0
3,1.5,1280.0,5065,2.0,0,0,4,6,1280.0,0,1070,4491,215000.0
4,3.0,3370.0,100681,1.0,0,0,5,8,1920.0,1450,2440,43705,785000.0
4,2.25,2130.0,5337,2.0,0,0,3,7,2130.0,0,2300,6930,389000.0
4,2.5,2130.0,9268,2.0,0,0,4,8,2130.0,0,2100,8400,355000.0
3,2.5,1640.0,3804,2.0,0,0,3,8,1640.0,0,1440,3230,602000.0
3,1.75,1920.0,7400,1.0,0,0,4,8,1260.0,660,2360,8048,605000.0
5,3.0,2560.0,12480,1.0,0,0,3,8,1590.0,970,2500,17299,565000.0
4,2.0,5461.0,22880,1.0,0,0,4,9,3265.0,2196,1940,10995,545000.0
3,2.0,1210.0,6634,1.0,0,0,4,7,1210.0,0,1560,7200,237000.0
4,2.0,1770.0,5000,2.0,0,0,4,7,1770.0,0,1550,5000,632500.0
7,3.25,4340.0,8521,2.0,0,0,3,7,2550.0,1790,1890,8951,419000.0
3,2.5,2680.0,87117,1.0,0,0,3,7,1340.0,1340,2580,87117,475000.0
3,1.75,1540.0,4800,1.0,0,0,4,6,770.0,770,1510,4080,565000.0
5,3.5,5000.0,26540,2.0,0,3,3,10,3410.0,1590,3360,17398,1730000.0
3,2.5,3410.0,41022,2.0,0,0,3,11,3410.0,0,2150,21429,725000.0
4,1.75,1840.0,10720,1.0,0,0,3,7,960.0,880,1840,9044,404000.0
4,2.25,1790.0,9920,1.0,0,0,4,7,1170.0,620,1990,9648,330000.0
2,1.0,2060.0,8398,1.0,0,0,3,7,1260.0,800,1690,13495,270000.0
4,5.5,5060.0,10320,2.0,0,0,3,11,5060.0,0,3010,10080,2150000.0
2,1.0,1000.0,5375,1.0,0,0,3,7,1000.0,0,1380,5000,420000.0
5,2.75,2520.0,16100,1.0,0,3,4,8,1570.0,950,2760,16988,896000.0
2,1.0,1480.0,6210,1.0,0,0,3,7,1080.0,400,1290,7509,331000.0
4,2.75,2680.0,8500,1.0,0,4,4,9,1480.0,1200,2940,8650,1240000.0
2,1.0,1060.0,3036,1.5,0,0,4,6,1060.0,0,1730,5535,435000.0
4,2.5,2150.0,9000,1.0,0,0,4,7,1360.0,790,1620,8400,317500.0
4,2.5,2560.0,7492,2.0,0,0,3,8,2560.0,0,1260,11541,399500.0
5,3.0,3670.0,9600,1.0,0,1,3,8,1980.0,1690,1730,4933,605000.0
3,2.5,2605.0,2216,2.0,0,2,3,9,2090.0,515,2605,2300,789800.0
